Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
128352,10-Jul-14,5:16:32,2,9,118,64,0,5,28.6672802,-82.71258545,16:41.7,28.6672802,-82.71258545,,,11.4,0.7,,,,15,18,8235,,,,29,30769,,,,26,20138,,,,24,3875,,,,15,18501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,10-Jul-14,11:37:58,1,9,119,65,0,4,28.66799927,-82.70901489,7/10/14 3:28,28.66798592,-82.71324158,,,1.1,0.2,,,,15,22,20198,,,,31,22690,,,,14,10402,,,,16,24767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,11-Jul-14,0:15:14,1,9,121,67,0,6,28.66353416,-82.72212219,15:23.5,28.66353416,-82.72212219,,,4.8,0.5,,,,15,5,24863,,,,12,19052,,,,10,27279,,,,4,9978,,,,17,27369,,,,2,13828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,11-Jul-14,6:18:03,2,9,122,67,0,5,28.66715813,-82.71265411,18:12.7,28.66715813,-82.71265411,,,2.7,0.7,,,,15,15,24503,,,,24,23301,,,,18,6025,,,,22,9972,,,,14,22214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,12-Jul-14,6:51:30,2,9,126,69,0,6,28.66909599,-82.70795441,51:39.8,28.66909599,-82.70795441,,,7.3,0.8,,,,15,15,22841,,,,24,19855,,,,18,16079,,,,14,32242,,,,21,32688,,,,27,19138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,12-Jul-14,12:53:27,1,10,127,69,0,4,28.66699982,-82.71798706,7/13/14 2:23,28.67015266,-82.69487762,,,0.2,2.3,,,,15,31,11990,,,,23,27566,,,,14,1402,,,,16,18998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,12-Jul-14,18:54:39,1,10,128,69,0,7,28.67930412,-82.69152069,54:47.8,28.67930412,-82.69152069,,1,5.4,-1.2,,,,15,11,890,,,,1,1317,,,,17,7228,,,,19,31711,,,,8,2886,,,,7,30867,,,,9,15684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,13-Jul-14,0:59:53,2,10,129,69,0,6,28.67178726,-82.69863129,00:03.4,28.67178535,-82.69862366,,,17.1,0.4,,,,15,12,30737,,,,5,17000,,,,10,2280,,,,2,28116,,,,6,28035,,,,26,30355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,14-Jul-14,7:04:01,1,9,134,69,0,5,28.66758156,-82.71266174,04:11.4,28.66757774,-82.71266174,,,1.6,1.4,,,,15,24,21402,,,,22,1516,,,,15,26455,,,,18,16720,,,,14,25877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,15-Jul-14,7:46:47,1,9,138,71,0,6,28.67782211,-82.69042969,46:57.4,28.67782211,-82.69042969,,,4,1.4,,,,15,24,27604,,,,18,14628,,,,21,15245,,,,14,32601,,,,22,19432,,,,12,3965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,16-Jul-14,7:48:00,1,9,142,71,0,5,28.66746712,-82.71286011,48:09.9,28.66746712,-82.71286011,,,1.2,0.9,,,,15,21,26876,,,,18,9230,,,,31,14842,,,,25,11796,,,,24,5698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,16-Jul-14,15:25:32,1,9,143,76,0,7,28.66749763,-82.71598053,25:41.4,28.66749763,-82.71598053,,,7.2,0.4,,,,15,3,14330,,,,23,31221,,,,19,31062,,,,13,16558,,,,27,15546,,,,7,29738,,,,16,9128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,17-Jul-14,11:43:30,1,10,146,83,0,4,28.66600037,-82.70999146,7/16/14 15:32,28.66723251,-82.71266937,,,0.7,0,,,,15,31,24455,,,,14,10413,,,,16,6582,,,,22,27867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,18-Jul-14,6:37:13,1,10,149,86,0,6,28.66707802,-82.71287537,37:23.0,28.66707802,-82.71287537,,,10.7,0,,,,15,24,5300,,,,21,18306,,,,22,15562,,,,14,11558,,,,27,7362,,,,18,14600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,19-Jul-14,13:06:56,1,10,154,87,0,6,28.66201019,-82.73789215,07:06.0,28.66201019,-82.73789215,,,6.8,0,,,,15,27,6168,,,,31,6298,,,,16,22185,,,,23,6028,,,,3,23005,,,,20,21997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,20-Jul-14,1:09:48,2,10,156,87,0,5,28.66123772,-82.7359848,09:58.0,28.66123772,-82.7359848,,,1.8,0,,,,15,29,13032,,,,2,29807,,,,5,32522,,,,10,23316,,,,6,18170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,20-Jul-14,13:39:12,1,10,158,,0,8,28.66174698,-82.74076843,39:22.1,28.66174889,-82.74076843,,,12.7,0.1,,,,15,27,26392,,,,23,13646,,,,31,17790,,,,3,16463,,,,16,22985,,,,13,8707,,,,19,10742,,,,20,9454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,20-Jul-14,19:39:34,1,10,159,,0,9,28.66547203,-82.74121094,39:44.6,28.66547203,-82.74121094,,,11.3,0.6,,,,15,7,15672,,,,30,410,,,,8,14322,,,,28,706,,,,17,16168,,,,4,1703,,,,1,7210,,,,11,12050,,,,20,16524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,21-Jul-14,14:53:16,1,10,162,92,0,8,28.67732239,-82.70279694,53:25.6,28.67732239,-82.70279694,,,10.4,-0.4,,,,15,23,32411,,,,3,16729,,,,19,22950,,,,27,11710,,,,13,21700,,,,16,211,,,,7,13774,,,,11,25358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,24-Jul-14,19:18:17,1,10,174,,0,9,28.67918777,-82.69108582,18:26.7,28.67918777,-82.69108582,,,12.7,-0.3,,,,15,1,28178,,,,7,11512,,,,17,19736,,,,28,1265,,,,11,7491,,,,8,2374,,,,6,27617,,,,4,14110,,,,20,12888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
